collection,date_text,date_qualifier,date_single,date_range_end,extent_physical,form,form_authority,form_URI,identifier,language,name 1,name_authority 1,name_authority_URI 1,name_role 1,name_role_authority 1,name_role_URI 1,name 2,name_authority 2,name_role 2,name_role_authority 2,name_role_URI 2,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,project_title,note,note 2,record_source,repository,rights,collection_identifier,subject_geographic,subject_geographic_authority,subject_geographic_URI,subject_geographic_coordinates,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_name_authority 2,subject_name_URI 2,subject_name 3,subject_name_authority 3,subject_name_URI 3,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,title_initial_article,title_of_work
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1215,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with Maricus Fariolette
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1257,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Photo of Dr. and Mrs. R.C. Kenileraugh
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1261,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Unidentified man sitting outdoors
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1262,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Group of men including Estes Kefauver sit and stand outside
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1263,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man and woman by lake
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1264,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man by lake
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1265,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,,,,,,,,,Photo of Nancy Kefauver by lake
"Estes Kefauver Papers, 1925 - 1967",5/8/1932,,1932-05-08,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1284,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Windmill Points (Va.),,Virginia,http://id.loc.gov/authorities/names/n79022909,Estes Kefauver Image Collection,"Taken at Unveiling Ceremony Tomb of Miles Carey-Windmill Points VA. P.M. Estes-Mayfolk Webb May 8,1932",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Virginia,naf,http://id.loc.gov/authorities/names/n79022909,"37.54805N, 77.44666W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Unveiling of the Tomb of Miles Carey,Windmill Points Va. May 8,1932"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1286,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified man
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1336,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and unidentified child in snow
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1338,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Robert Cooke",,,,,,,,,,,,,,Robert Cooke Kefauver
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1340,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Robert Cooke",,,,,,,,,,,,,,Robert Cooke Kefauver and children in play hats stand outside of house
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1342,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,,,,,,,Man playfully pointing gun at another man
"Estes Kefauver Papers, 1925 - 1967",9/1/1961,,1961-09-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1344,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Family,lcsh,http://id.loc.gov/authorities/subjects/sh00005743,,,Kefauver family and beagle sit on curb in residential area
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1358,zxx,"Joshua, Aaron",,,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Chowringhee Centre, Kolkata (India)",,Kolkata (India),http://id.loc.gov/authorities/names/n2012073732,Estes Kefauver Image Collection,"Aaron Joshua, Photographer, Chowringhee Centre, Calcutta",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,India,naf,http://id.loc.gov/authorities/names/n80125948,"22.20778N, 76.97028E","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,A,man pours tea for Estes Kefauver in Calcutta
"Estes Kefauver Papers, 1925 - 1967",9/30/1955,,1955-09-30,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1360,zxx,"Joshua, Aaron",,,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,"Chowringhee Centre, Kolkata (India)",,Kolkata (India),http://id.loc.gov/authorities/names/n2012073732,Estes Kefauver Image Collection,"Aaron Joshua, Photographer, Chowringhee Centre, Calcutta",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,India,naf,http://id.loc.gov/authorities/names/n80125948,"22.20778N, 76.97028E","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver sits with woman taking notes, possibly in Calcutta"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1372,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver, wearing overalls over jacket and tie, stands with a group of Shriners and a policeman outside of a Shriner temple"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1374,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Tazewell (Tenn.),http://id.loc.gov/authorities/names/n79087976,,,Estes Kefauver Image Collection,Tazewell TN – Tobacco Buyers – Ate in Kitchen,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Tazewell (Tenn.),naf,http://id.loc.gov/authorities/names/n79087976,"36.45417N, 83.56944W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver has meal with tobacco buyer at kitchen of house in Tazewell, Tennessee"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1376,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,LaFollette – offered pet coon – very torn (?) 2 days before coffee,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver stands on courthouse steps with other men including one wearing a coonskin cap
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1378,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,Dictate Get(?) Tour Stenotype Louise Helfin,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Louise Heflin takes dictation as Estes Kefauver talks in the backseat of a car
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1384,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,La Follette (Tenn.),http://id.loc.gov/authorities/names/n83024601,,,Estes Kefauver Image Collection,"LaFollette—Harry Mansfield-25, Deputy Campaigner, Manager(?) at 22, Needs all 95 counters(?)",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,La Follette (Tenn.),naf,http://id.loc.gov/authorities/names/n83024601,"36.38278N, 84.12000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Estes Kefauver, two men and a woman join hands in cheer in front of car"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_1388,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,McMinnville (Tenn.),http://id.loc.gov/authorities/names/n96046228,,,Estes Kefauver Image Collection,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,McMinnville (Tenn.),naf,http://id.loc.gov/authorities/names/n96046228,"35.68333N, 85.77000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver and woman in street below banner saying McMinnville is Estes Kefauver's summer home
