dc:identifier;dc:title;dc:date;dc:creator;dc:contributor;dc:description;dc:subject1;dc:subject2;dc:subject3;dc:coverage;dc:rights;dc:publisher;dc:source;dc:relation;dc:type;dc:format;dc:language
KDP_4128;Estes Kefauver and others at campaign dinner;unknown;Arnold Taylor, Star Staff;;Photo by Star Staff Arnold Taylor;Kefauver, Estes, 1903-1963;Campaign;;Washington (D.C.);The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4152;Estes Kefauver and Adlai Stevension publicity photograph;1956;unknown;;;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4154;Adlai Stevenson and Estes Kefauver greeting voters;1956;Floyd Evans, Tennessean;;Floyd Evans, Tennessean;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4168;Adlai Steveson, Estes Kefauver with California governor Pat Brown and others;unknown;unknown;;;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4180;Adlai Stevenson at table, embracing child;unknown;unknown;;;Stevenson, Adlai E. (Adlai Ewing), 1900-1965;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4186;Adlai Stevenson with dog on farm;unknown;unknown;;;Stevenson, Adlai E. (Adlai Ewing), 1900-1965;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4194;Adlai Stevenson on Farmall tractor, with dog;unknown;unknown;;;Stevenson, Adlai E. (Adlai Ewing), 1900-1965;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4196;Estes Kefauver and Adlai Stevenson;1956;unknown;;;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4212;Estes Kefauver with F. Joseph “Jiggs” Donahue, general campaign chairman, and J. Howard McGrath, vice chairmen of campaign;1956;Harris & Ewing Photo;;Kefauver campaign press release;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4258;Estes Kefauver with others in DeSoto Pace Car;1956-02-17;Edward Greenwell, Evansville, Indiana;;From Ralph Hecker,PR, Chrysler Corp, Evansville, Indiana, In DeSoto pace car on way to Gridiron Dinner. Photographer Edward Greenwell, Evansville, Indiana;Kefauver, Estes, 1903-1963;Campaign;;Indiana;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4262;Estes Kefauver and Adlai Stevenson with men in Native American dress;1967-08-08;unknown;;Compliments of R – Sioux City Iowa, Aug 8 1956;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;Campaign;Iowa;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4272;Estes Kefauver with men in “Cowboys and Indians” attire, brandishing pistols;1956-07-13;Sedley-Hopkins, Tuscon Arizona;;Rec 7/13/1956 HPK;Kefauver, Estes, 1903-1963;;;Arizona;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4276;Estes Kefauver, perched on mechanical pony, poses with Arizona delegates, one wearing “I Like Estes” tie and coonskin cap;1956;Sedley-Hopkins, Tuscon Arizona;;"L to R: Ted Walker, Frank Minarek, delegate;Eddie Jacobs, delegate;Sen E Kefauver; William “Bill” Minor, Delegate";Kefauver, Estes, 1903-1963;Campaign;Coonskin Cap;Arizona;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4278;Estes Kefauver poses with child on mechanical pony;unknown;Sedley-Hopkins, Tuscon Arizona;;;Kefauver, Estes, 1903-1963;Campaign;;Arizona;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4299;Estes Kefauver greets supporter in convertible outside motel;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4301;Estes Kefauver greets children outside motel;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4367;Estes Kefauver consults “Coos Bay Times” newspaper and man;1956;George Shinnon;;;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4381;Estes Kefauver shakes hands with musician;1956;George Shinnon;;;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4383;Estes Kefauver at event with unidentified group;1956;George Shinnon;;;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4393;Estes Kefauver speaks at rally outside of dance studio;1956;unknown;;Estes – Mother – Nancy – Robert;Kefauver, Estes, 1903-1963;Campaign;;Florida;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4395;Estes Kefauver speaks at rally;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;Florida;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4405;Estes Kefauver talks to voters;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;Florida;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4427;Estes Kefauver waits on bandstand, holding coonskin cap;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;Coonskin Cap;Florida;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
